GEOID,car_access,transit_access,ratio
06085512042,869845,1702,0.0019566704412855166
06085503306,909530,1765,0.0019405627082119336
06085503108,894021,1991,0.002227017038749649
06085503323,861312,1956,0.0022709540793580027
06069000600,32573,1376,0.042243575967826116
06085503401,940733,3661,0.0038916461950415262
06085512020,911924,1692,0.0018554177760427403
06085503110,967290,7139,0.007380413319686961
06085512029,892679,2073,0.0023222233299988013
06085503118,900527,1287,0.0014291631455803102
06085503116,922728,1575,0.0017068952063880147
06085509107,1003832,4564,0.004546577514962663
06085510803,942480,11479,0.012179568797215856
06085504418,950616,2914,0.0030653807636311613
06085509902,997157,6486,0.006504492271527954
06085511301,893018,23071,0.025834865590615194
06085511913,857197,427,4.981352011264622e-4
06085503703,962033,7138,0.007419703897891237
06085503105,939243,6466,0.0068842674366484495
06085503710,923620,6474,0.0070093761503648684
06085503003,910940,2889,0.0031714492721803852
06085509201,1019102,20723,0.020334569061781844
06085508505,991976,2939,0.0029627732929022477
06085503211,918211,3625,0.003947894329299039
06085500902,997572,36535,0.03662392288476421
06085506102,1001080,3584,0.0035801334558676627
06085510300,958384,5112,0.005333978864421777
06085501402,995177,48011,0.048243679265095554
06085512026,884487,1151,0.0013013192958178017
06085512032,824281,15848,0.019226453114896496
06085500400,1023804,59673,0.05828557028493735
06069000802,832,832,1
06085503121,953563,6445,0.006758861239372752
06085502800,964062,1947,0.002019579653590744
06085512603,97082,2465,0.025390906656228757
06085506402,991111,9694,0.009780942800554126
06085506301,970230,6926,0.0071385135483339
06085512019,906229,2513,0.002773029775034787
06085506604,987165,4171,0.004225230837803204
06085503001,913446,3139,0.003436437402977297
06085512031,842302,794,9.426547722788264e-4
06085506401,1004096,17998,0.017924580916565746
06085501401,989002,26369,0.026662231218945967
06085503324,849860,2244,0.0026404348951592025
06085508001,992369,7608,0.007666503085041955
06085503511,903598,2438,0.0026981024747730737
06085504505,997181,13180,0.013217259454401959
06085512045,877640,2986,0.0034023061847682423
06085509202,992033,5277,0.005319379496448203
06085512023,895306,1972,0.002202598887977965
06069000300,32740,680,0.020769700671960906
06085512311,577226,7156,0.012397223964270494
06085503402,936168,3482,0.003719417882260449
06085509500,982540,16494,0.016787102815152565
06085509700,990505,10482,0.010582480653807905
06085504901,1024780,5179,0.005053767637932044
06085503002,920733,2767,0.0030052143238050552
06085503601,993088,8215,0.008272177289424502
06085504320,890979,1568,0.0017598619047138036
06085508404,1008979,5401,0.0053529359877658505
06085512038,834876,69,8.264700386644244e-5
06085505303,1028617,31072,0.030207550526580838
06085503507,932377,6819,0.007313565220935308
06085507903,969936,1026,0.0010578017518681644
06085506305,991162,3426,0.0034565489798842166
06085507807,998702,3483,0.003487526809799119
06085506103,1002983,5757,0.005739877944092771
06085512047,903566,2036,0.0022532941699886892
06085503713,908857,7402,0.008144295527239158
06085504423,911105,1471,0.0016145230242397967
06085505402,1029839,4524,0.00439291966996783
06085504410,918275,2050,0.002232446707141107
06085510900,935314,2685,0.002870693692171827
06085503510,894209,1779,0.001989467786613644
06085511916,894551,1846,0.0020636050935050098
06085503117,969546,6818,0.0070321573189926
06085507808,996634,2419,0.0024271698537276475
06085509404,967233,16881,0.017452878468786737
06085512037,861579,2985,0.003464569122506468
06085503218,878539,2420,0.0027545732175805514
06085503329,836386,1520,0.0018173427101840537
06085506803,925511,577,6.234393756530176e-4
06085500100,1018751,59096,0.05800828661763277
06085508602,1012235,9023,0.008913937968949898
06085511707,37284,1318,0.0353502843042592
06085508403,1008388,4483,0.004445709389639702
06085503707,946457,4293,0.004535863752922743
06085503212,904231,2729,0.0030180341085408484
06085503708,915028,6613,0.0072271012471749494
06085511912,750867,240,3.196305071337534e-4
06085504421,949097,3269,0.0034443265546092758
06085503336,910901,2268,0.002489842474648727
06085512508,75707,1039,0.013723962117109382
06085512506,99113,5093,0.05138579197481662
06085508003,1004418,12628,0.012572454894277083
06085503210,874627,1829,0.002091177153232178
06085501200,971525,46747,0.04811713543140938
06085502906,897039,1992,0.002220639236421159
06085504413,996974,2615,0.002622937007384345
06085501501,978110,9032,0.009234135219965035
06085509106,1001159,5567,0.005560555316388306
06085501600,996448,20577,0.020650350043353992
06085509403,975741,15761,0.016152852037579643
06085512200,964,791,0.8205394190871369
06085503111,934459,3040,0.0032532192423637635
06085503712,935559,10616,0.011347226631350881
06085506606,965437,4750,0.004920051748586392
06085504806,1052363,4801,0.004562114023393069
06085501502,956366,2306,0.002411210770771859
06085507205,898761,971,0.0010803762068002506
06085503113,993621,19126,0.019248788018771744
06085503123,926711,1872,0.0020200472423441613
06085504319,919174,2854,0.003104961628592628
06085506605,969310,3469,0.003578834428614169
06085505500,1017874,4130,0.004057476662140893
06085506000,1012176,5663,0.005594876780322789
06085512039,858356,578,6.733802757830084e-4
06085507701,1010379,3843,0.003803523232371219
06085503711,957438,4667,0.004874467067319242
06085504506,933430,2483,0.0026600816344021514
06085503321,879154,996,0.001132907317716805
06085509901,978122,8244,0.008428396457701595
06085504805,1003271,5969,0.0059495390577421255
06085509600,986023,22812,0.023135362968206626
06085508101,1000706,7986,0.007980365861701639
06085503509,855427,1438,0.0016810318121826878
06085504504,930195,15851,0.017040513010712806
06085503112,964029,17842,0.018507741987014912
06085508202,1002271,27704,0.027641226773996254
06085508704,1030505,24357,0.02363598429896022
06085503313,822645,1137,0.0013821271629925423
06085503217,889396,3491,0.003925135710077401
06085503508,873018,1896,0.0021717765269444614
06085504507,1009933,2076,0.0020555819049382484
06069000200,44656,4047,0.09062611967036904
06085503333,853858,993,0.0011629568382564783
06085504322,966227,16799,0.017386183577979088
06069000501,33358,817,0.024491876011751304
06085501000,985635,75329,0.07642687201651727
06085502603,954818,16659,0.017447304093555
06085503207,900775,4012,0.004453942438455774
06085512313,177890,1455,0.008179211872505482
06085505007,1048010,11397,0.010874896231906184
06085500200,1015838,56594,0.05571163906055887
06085508508,1008066,3730,0.0037001545533724973
06085512604,121314,4125,0.03400267075523023
06085504321,926172,2045,0.00220801319841239
06085505302,1033079,4221,0.004085844354594373
06085506502,907407,10913,0.012026576828258985
06085503315,868993,2088,0.002402781150135847
06085503332,552430,110,1.9912025052947884e-4
06085504802,1034102,7411,0.007166604454879693
06085508503,988971,5627,0.005689752277872657
06085500500,991195,25951,0.026181528357185013
06069000701,32805,2750,0.08382868465172992
06069000100,26133,4052,0.15505299812497608
06085509108,1031327,20925,0.020289394149479265
06085512025,879872,5773,0.006561181626418388
06085504412,941805,1314,0.0013951932724927134
06069000502,35952,1187,0.033016243880729865
06085511302,884509,23239,0.026273333566984622
06085507100,886970,2327,0.0026235385638747645
06085510801,962800,6028,0.006260905691732447
06085511701,872407,521,5.971983260106808e-4
06085513500,0,274,Inf
06085507302,588093,1177,0.0020013841348222134
06085506202,988987,3862,0.003905005829196946
06085502908,944340,1827,0.0019346845415845987
06085504101,879938,2573,0.0029240696503617302
06085506601,985485,5477,0.005557669573864645
06085503122,914772,10667,0.011660829146497707
06085507703,973021,1124,0.0011551652019843354
06085512030,841828,1651,0.001961208227809006
06085511914,889079,947,0.001065147191644387
06085507206,903313,300,3.3211079658988633e-4
06085506203,1005284,6481,0.006446934398637599
06085505006,1040684,71922,0.06911031590761461
06085507805,990595,2430,0.002453071134015415
06085506101,1002291,4952,0.004940680900057967
06085507500,983357,1083,0.0011013294256307729
06085502907,908438,2622,0.0028862729212120143
06085502102,987807,26240,0.026563893554105204
06085505203,1015386,17700,0.01743179441118944
06085508601,1010269,8712,0.008623445834723227
06085504602,337142,48958,0.14521477596976942
06085502701,955107,12685,0.013281234458547576
06085509105,1035229,5206,0.005028839029818523
06085505009,1029974,20135,0.019549037160161323
06085504001,912817,6089,0.006670559378276259
06085512100,337878,2647,0.007834188671650715
06085512017,844680,1196,0.0014159208220864707
06085503506,921861,3736,0.004052671715150115
06085506802,970237,2077,0.0021407140729533094
06085506804,948568,1658,0.0017478978839682554
06085505403,1008359,3133,0.003107028350022165
06085503204,877401,1298,0.0014793691823920875
06085504414,946656,2838,0.0029979211033363757
06085504317,945574,4148,0.004386753442882313
06085502604,942557,11930,0.01265705946696062
06085508800,1028417,12692,0.012341297353116489
06085508900,1029012,19647,0.019093071800911944
06069000801,18787,224,0.011923138340341725
06069000702,26035,1324,0.050854618782408295
06085508203,996182,2904,0.0029151299662109934
06085505600,1010667,17518,0.017333107739740193
06085508004,1002694,3100,0.003091671038223027
06085507401,1000202,956,9.558069270007458e-4
06085503326,749527,485,6.470747551455784e-4
06085512001,750036,7884,0.010511495448218486
06085503327,852512,1970,0.0023108179122405315
06085504308,621251,671,0.0010800787443400494
06085512036,847322,10179,0.012013142583339038
06085507600,456867,696,0.0015234192883267998
06085503504,947324,4452,0.004699553690184139
06085501700,983137,38413,0.039071868925693976
06085502001,972821,38960,0.040048477571927414
06085502901,932863,10346,0.011090588864602841
06085507806,994359,4359,0.004383728613106534
06085508303,1001168,3820,0.003815543445255941
06085500901,934135,64261,0.06879198402800452
06085502101,943066,11370,0.012056420229337077
06085512027,956150,9097,0.009514197563143858
06085503902,897289,4097,0.004565975956464417
06085504314,887088,1732,0.001952455675197951
06085511915,899700,4080,0.004534844948316105
06085512021,864394,1346,0.0015571602764480087
06085505401,1008390,4989,0.004947490554249844
06085502301,980142,12867,0.013127689661293976
06085506302,996858,12465,0.012504288474386522
06085506703,968612,2469,0.00254900827162992
06085506801,958146,4658,0.004861472051232276
06085500600,993619,64248,0.06466059928403141
06085502601,947390,7343,0.00775076789917563
06085507905,999015,2390,0.0023923564711240573
06085507301,941635,2232,0.0023703451974491177
06085504316,922371,1275,0.0013823071193695378
06085512005,911608,2565,0.0028137094014093777
06085508504,996325,6433,0.006456728477153539
06085502702,978345,8804,0.008998870541577868
06085505100,960400,24749,0.025769471053727615
06085506701,919903,436,4.7396301566578214e-4
06085511702,979538,196,2.000943301842297e-4
06085503330,134217,1635,0.012181765350141935
06085510600,900854,11203,0.012435977416984328
06085509401,939321,9646,0.010269119928118289
06085504102,868379,2416,0.0027821953317618228
06085504311,905846,20295,0.022404470517063606
06085504201,873631,723,8.275805231270411e-4
06069000400,36548,2623,0.07176863303053518
06085512308,265212,1545,0.005825528256639971
06085503115,844665,3404,0.004030000059195065
06085513000,769647,7347,0.009545934694736679
06085512024,884897,6368,0.007196317763536321
06085503334,596063,619,0.0010384808317241633
06085511608,649689,23282,0.0358356074983569
06085511910,820166,848,0.0010339370322593232
06085503304,908964,6046,0.0066515285533860526
06085509802,997018,13194,0.013233462184233383
06085510802,957520,7335,0.007660414403876681
06085512314,289605,2266,0.007824450544707446
06085506702,947478,2691,0.0028401714868313563
06085511100,957038,2428,0.002536994351321473
06085507702,920469,472,5.127820708790844e-4
06085504420,603123,392,6.499503418042423e-4
06085512401,78111,1354,0.01733430630769034
06085510001,992982,3507,0.0035317860746720484
06085512033,850408,15446,0.01816304644358943
06085504417,121551,57,4.6893896389169976e-4
06085510700,897217,12729,0.014187203318706623
06085500800,1009070,64400,0.06382114223988425
06085504002,938041,6958,0.0074175862249091454
06085504202,784689,372,4.740731678410173e-4
06085512022,841360,1879,0.002233288960730246
06085511704,915109,1459,0.0015943455916180478
06085502909,918933,4505,0.0049024248775482
06085512305,81733,328,0.004013066937467119
06085510002,1002332,716,7.14334172709242e-4
06085512034,844063,9206,0.010906768807541618
06085512402,109568,1050,0.009583089953271028
06085501900,992479,35416,0.03568438223881815
06085502202,958717,9836,0.010259544787460741
06085506304,1001221,2639,0.002635781710531441
06085507203,963069,5948,0.006176089148337243
06085510500,930105,3999,0.004299514570935539
06085504422,965642,2710,0.0028064230843314604
06085512052,895268,7538,0.008419825124990506
06085503337,905537,1182,0.0013053028203154592
06085509109,1015298,26857,0.02645233222167285
06085511400,911398,5186,0.005690159513187433
06085503331,756333,360,4.759808179730357e-4
06085503325,841753,2283,0.002712197045926774
06085505900,1013197,13026,0.012856334947695265
06085511609,754742,25572,0.033881776819098444
06085503312,221121,229,0.0010356320747464058
06085511800,406,406,1
06085503709,944362,7410,0.007846567312111245
06085509102,1020527,13216,0.012950171822989494
06085508102,1004998,41404,0.04119809193650137
06085506603,961270,4282,0.004454523703017883
06085501102,953310,24535,0.025736643903871773
06085508304,990317,2649,0.0026749010670320717
06085512510,36694,1467,0.03997928816700278
06085509302,966970,9436,0.009758317217700653
06085511907,844922,1166,0.001380009042254788
06085508507,1021421,3448,0.0033756893582567813
06085502201,977375,12823,0.01311983629620156
06085503802,884000,2629,0.0029739819004524887
06085503803,884188,2768,0.0031305559451157445
06085506503,951003,16070,0.016897948797217253
06085512307,252408,1444,0.005720896326582359
06085502902,900503,3012,0.003344797296621999
06085511000,957039,2418,0.002526542805465608
06085512053,900865,7544,0.008374173710822377
06085512503,41416,467,0.01127583542592235
06085507904,960316,782,8.143152878844047e-4
06085505008,1036300,25402,0.024512206889896748
06085509303,985393,7703,0.007817185630504783
06085502500,944531,3903,0.00413220953044421
06085508703,1000276,3070,0.0030691529137957924
06085503214,895138,4157,0.004643976682924868
06085504416,947579,2878,0.003037213783758399
06085507402,1003493,3257,0.003245662899492074
06085508401,1001228,2769,0.0027656038384863387
06085511911,604494,1474,0.0024384030279870437
06085512602,79968,8665,0.10835584233693478
06085503208,872248,1594,0.0018274619145013803
06085502002,1000142,15607,0.015604784120654866
06085500300,993451,40188,0.040452926213774006
06085504315,885572,1190,0.0013437642563224673
06085505001,1042524,35984,0.03451623176061175
06085504601,597829,41870,0.07003674963911084
06085502400,963567,4565,0.0047376051691267965
06085511200,943897,7267,0.00769893325225104
06085503213,878701,3649,0.004152720891406747
06085506204,1000444,2136,0.002135052036895618
06085507002,398880,299,7.495988768551945e-4
06085502903,920010,3193,0.0034706144498429367
06085512312,299937,386,0.001286936923420585
06085501101,977540,44985,0.04601857724492092
06085512509,59461,627,0.010544726795714839
06085503804,910608,3347,0.003675566215100241
06085511705,739862,43244,0.05844873773757809
06085509304,995567,7330,0.007362638576811003
06085512035,800235,15174,0.018961929933082156
06085501300,974748,36989,0.037947243800448935
06085502910,890948,5062,0.005681588600008081
06085508204,990876,1588,0.0016026223261033671
06085504318,1004250,33218,0.03307742096091611
06085510200,971538,6980,0.007184484806564437
06085503322,872219,1736,0.001990325824133618
06085512309,249776,570,0.0022820447120620074
06085512505,71384,2832,0.039672755799618965
06085502302,968346,13002,0.013427018854830814
06085506900,750193,1495,0.001992820514187682
06085512043,850467,1074,0.001262835595031906
06085504415,899767,2617,0.0029085307640755883
06085510400,950106,6747,0.007101312906138894
06085505700,995910,15874,0.015939191292385857
06085510100,994769,482,4.8453460049519036e-4
06085504411,897345,2759,0.003074625701374611
06085504307,915445,4449,0.004859931508719803
06085503903,918822,6154,0.006697706411034999
06085505202,1048505,51242,0.04887148845260633
06085508301,1007783,3141,0.0031167423939479034
06085511909,226868,463,0.002040834317753055
06085511905,860500,1389,0.0016141778036025567
06085504803,994552,1663,0.001672109653391678
06085512310,376340,4270,0.01134612318648031
06085505305,1021825,3865,0.0037824480708536197
06085509000,1014504,1630,0.0016066964743362273
06085503305,897129,6643,0.007404732206850966
06085503602,964529,4211,0.004365861472283363
06085505304,1023921,4343,0.004241538165542068
06085504323,934534,1128,0.0012070186852484767
06085501800,1009034,18886,0.01871691142221174
06085505301,1022628,2222,0.002172833131891558
06085507906,997203,2590,0.002597264548943395
06085506501,962372,5008,0.005203808922121592
06085504700,928168,3358,0.0036178795218107067
06085505800,996000,11125,0.011169678714859438
06085507001,350539,5910,0.016859750270298027
